Quantity,Name,Simple Name,Set,Card Number,Set Code,Printing,Condition,Language,Rarity,Product ID,SKU,Price,Price Each
2,Warp Point,Warp Point,EX Battle Stadium,88,BST,Normal,Near Mint,English,Uncommon,125129,3250513,$0.00,$0.00
2,Warp Point,Warp Point,Majestic Dawn,88/100,MD,Normal,Near Mint,English,Common,90482,1196451,$1.18,$0.59
2,Energy Search,Energy Search,Majestic Dawn,90/100,MD,Normal,Near Mint,English,Common,85248,1191217,$0.34,$0.17
2,Mom's Kindness,Mom's Kindness,Majestic Dawn,83/100,MD,Normal,Near Mint,English,Uncommon,87569,1193538,$0.58,$0.29
1,Sneasel,Sneasel,Legends Awakened,120/146,LA,Normal,Near Mint,English,Common,89370,1195339,$0.43,$0.43
1,Hippopotas,Hippopotas,Rising Rivals,64/111,RR,Normal,Near Mint,English,Common,86080,1192049,$0.34,$0.34
1,Nidorina,Nidorina,Rising Rivals,73/111,RR,Normal,Near Mint,English,Common,87737,1193706,$0.52,$0.52
1,Kakuna,Kakuna,Rising Rivals,66/111,RR,Normal,Near Mint,English,Common,86414,1192383,$0.34,$0.34
1,Surskit,Surskit,Supreme Victors,130,SV,Normal,Near Mint,English,Common,89651,1195620,$0.20,$0.20
1,Cyrus's Initiative,Cyrus's Initiative,Supreme Victors,137,SV,Normal,Near Mint,English,Uncommon,84558,1190527,$0.43,$0.43
1,Shinx,Shinx,Supreme Victors,126,SV,Normal,Near Mint,English,Common,89176,1195145,$0.45,$0.45
1,Rhydon,Rhydon,Supreme Victors,80,SV,Normal,Near Mint,English,Uncommon,88735,1194704,$0.57,$0.57
1,Ivysaur,Ivysaur,Supreme Victors,62,SV,Normal,Near Mint,English,Uncommon,86303,1192272,$2.69,$2.69
1,Piplup,Piplup,Supreme Victors,121,SV,Normal,Near Mint,English,Common,88151,1194120,$1.35,$1.35
1,Roselia,Roselia,Supreme Victors,123,SV,Normal,Near Mint,English,Common,88822,1194791,$0.27,$0.27
1,Combee,Combee,Supreme Victors,99,SV,Normal,Near Mint,English,Common,84396,1190365,$0.33,$0.33
1,Roserade,Roserade,Supreme Victors,81,SV,Normal,Near Mint,English,Uncommon,88829,1194798,$0.73,$0.73
1,Numel,Numel,Supreme Victors,74,SV,Normal,Near Mint,English,Uncommon,87815,1193784,$0.29,$0.29
1,Mankey,Mankey,Supreme Victors,112,SV,Normal,Near Mint,English,Common,87175,1193144,$0.31,$0.31
1,Shinx,Shinx,Arceus,74/99,AR,Normal,Near Mint,English,Common,89177,1195146,$0.32,$0.32
1,Gastly (64),Gastly,Arceus,64/99,AR,Normal,Near Mint,English,Common,85655,1191624,$0.39,$0.39
1,Haunter (42),Haunter,Arceus,42/99,AR,Normal,Near Mint,English,Uncommon,86030,1191999,$0.93,$0.93
1,Tangela (76),Tangela,Arceus,76/99,AR,Normal,Near Mint,English,Common,89746,1195715,$0.23,$0.23
1,Swirlix,Swirlix,XY Base Set,94/146,XY,Normal,Near Mint,English,Common,89707,1195676,$0.23,$0.23
1,Kakuna,Kakuna,XY Base Set,4/146,XY,Normal,Near Mint,English,Uncommon,86417,1192386,$0.24,$0.24
1,Skitty,Skitty,XY Base Set,104/146,XY,Normal,Near Mint,English,Common,89271,1195240,$0.23,$0.23
1,Froakie,Froakie,XY Base Set,39/146,XY,Normal,Near Mint,English,Common,85567,1191536,$0.22,$0.22
1,Fairy Garden,Fairy Garden,XY Base Set,117/146,XY,Normal,Near Mint,English,Uncommon,85379,1191348,$0.21,$0.21
1,Shellder,Shellder,Generations,19/83,GEN,Normal,Near Mint,English,Common,113677,3083779,$0.13,$0.13
1,Sableye,Sableye,XY Base Set,68/146,XY,Normal,Near Mint,English,Uncommon,88857,1194826,$0.28,$0.28
1,Claw Fossil Anorith,Claw Fossil Anorith,XY - Steam Siege,100/114,STS,Normal,Near Mint,English,Uncommon,121224,3191306,$0.09,$0.09
1,Clauncher,Clauncher,XY - Steam Siege,33/114,STS,Normal,Near Mint,English,Common,121020,3168011,$0.09,$0.09
1,Sneasel,Sneasel,XY - Steam Siege,60/114,STS,Normal,Near Mint,English,Common,121190,3190996,$0.10,$0.10
1,Zweilous,Zweilous,XY - Steam Siege,85/114,STS,Normal,Near Mint,English,Uncommon,121211,3191181,$0.13,$0.13
1,Yanma,Yanma,XY - Steam Siege,6/114,STS,Normal,Near Mint,English,Common,120995,3167581,$0.07,$0.07
1,Drifblim,Drifblim,XY - Steam Siege,47/114,STS,Normal,Near Mint,English,Uncommon,121136,3190256,$0.10,$0.10
1,Energy Switch,Energy Switch,SM Base Set,117/149,SM01,Normal,Near Mint,English,Uncommon,126989,3262619,$0.16,$0.16
1,Torracat,Torracat,SM Base Set,25/149,SM01,Normal,Near Mint,English,Uncommon,126896,3261654,$0.14,$0.14
1,Crushing Hammer,Crushing Hammer,SM Base Set,115/149,SM01,Normal,Near Mint,English,Uncommon,126987,3262599,$0.10,$0.10
1,Morelull,Morelull,SM Base Set,16/149,SM01,Normal,Near Mint,English,Common,126887,3261564,$0.08,$0.08
1,Fomantis,Fomantis,SM Base Set,14/149,SM01,Normal,Near Mint,English,Common,126885,3261549,$0.12,$0.12
1,Spearow,Spearow,SM Base Set,97/149,SM01,Normal,Near Mint,English,Common,126969,3262379,$0.07,$0.07
1,Pikipek,Pikipek,SM Base Set,106/149,SM01,Normal,Near Mint,English,Common,126978,3262514,$0.11,$0.11
1,Sandile,Sandile,SM Base Set,83/149,SM01,Normal,Near Mint,English,Common,126955,3262244,$0.09,$0.09
1,Guzma,Guzma,SM - Burning Shadows,115/147,SM03,Normal,Near Mint,English,Uncommon,138611,3444074,$3.11,$3.11
1,Wicke,Wicke,SM - Burning Shadows,127/147,SM03,Normal,Near Mint,English,Uncommon,138621,3444174,$0.10,$0.10
1,Whirlipede,Whirlipede,SM - Burning Shadows,57/147,SM03,Normal,Near Mint,English,Uncommon,138539,3443189,$0.15,$0.15
1,Oddish,Oddish,SM - Burning Shadows,4/147,SM03,Normal,Near Mint,English,Common,138274,3442346,$0.15,$0.15
1,Espurr,Espurr,SM - Burning Shadows,59/147,SM03,Normal,Near Mint,English,Common,138541,3443209,$0.12,$0.12
1,Simisage,Simisage,SM - Burning Shadows,13/147,SM03,Normal,Near Mint,English,Uncommon,138283,3442436,$0.05,$0.05
2,Morelull,Morelull,SM - Burning Shadows,97/147,SM03,Normal,Near Mint,English,Common,138591,3443874,$0.24,$0.12
1,Inkay,Inkay,SM - Burning Shadows,89/147,SM03,Normal,Near Mint,English,Common,138581,3443619,$0.07,$0.07
1,Crabrawler,Crabrawler,SM - Burning Shadows,73/147,SM03,Normal,Near Mint,English,Common,138559,3443399,$0.05,$0.05
1,Sandygast,Sandygast,SM - Burning Shadows,61/147,SM03,Normal,Near Mint,English,Common,138543,3443229,$0.10,$0.10
1,Charmander,Charmander,SM - Burning Shadows,18/147,SM03,Normal,Near Mint,English,Common,138454,3442709,$0.21,$0.21
1,Seviper,Seviper,SM - Burning Shadows,50/147,SM03,Normal,Near Mint,English,Uncommon,138532,3443119,$0.11,$0.11
1,Bruxish,Bruxish,SM - Burning Shadows,38/147,SM03,Normal,Near Mint,English,Rare,138518,3442969,$0.12,$0.12
1,Duskull,Duskull,SM - Burning Shadows,51/147,SM03,Normal,Near Mint,English,Common,138533,3443129,$0.06,$0.06
1,Sophocles,Sophocles,SM - Burning Shadows,123/147,SM03,Normal,Near Mint,English,Uncommon,138618,3444144,$0.10,$0.10
1,Crushing Hammer,Crushing Hammer,Prize Pack Series Cards,159/202,,Normal,Near Mint,English,Uncommon,476106,6916727,$0.36,$0.36
1,Mantine,Mantine,SWSH01: Sword & Shield Base Set,052/202,SWSH01,Normal,Near Mint,English,Uncommon,208350,4336381,$0.08,$0.08
1,Lucky Egg,Lucky Egg,SWSH01: Sword & Shield Base Set,167/202,SWSH01,Normal,Near Mint,English,Uncommon,208493,4337626,$0.08,$0.08
1,Psychic Energy,Psychic Energy,SWSH01: Sword & Shield Base Set,,SWSH01,Normal,Near Mint,English,Common,208037,4334673,$0.03,$0.03
1,Wooloo (152),Wooloo,SWSH01: Sword & Shield Base Set,152/202,SWSH01,Normal,Near Mint,English,Common,208473,4337456,$0.05,$0.05
1,Sizzlipede (038),Sizzlipede,SWSH01: Sword & Shield Base Set,038/202,SWSH01,Normal,Near Mint,English,Common,208316,4336235,$0.07,$0.07
1,Galarian Meowth,Galarian Meowth,SWSH01: Sword & Shield Base Set,127/202,SWSH01,Normal,Near Mint,English,Common,208438,4337176,$0.08,$0.08
1,Maractus,Maractus,SWSH01: Sword & Shield Base Set,007/202,SWSH01,Normal,Near Mint,English,Common,208274,4335928,$0.07,$0.07
1,Rhyhorn (097),Rhyhorn,SWSH01: Sword & Shield Base Set,097/202,SWSH01,Normal,Near Mint,English,Common,208406,4336876,$0.06,$0.06
1,Chewtle,Chewtle,SWSH01: Sword & Shield Base Set,060/202,SWSH01,Normal,Near Mint,English,Common,208357,4336451,$0.06,$0.06
1,Cottonee,Cottonee,SWSH01: Sword & Shield Base Set,005/202,SWSH01,Normal,Near Mint,English,Common,208271,4335907,$0.07,$0.07
1,Clobbopus (111),Clobbopus,SWSH01: Sword & Shield Base Set,111/202,SWSH01,Normal,Near Mint,English,Common,208420,4337026,$0.07,$0.07
1,Yamper (073),Yamper,SWSH01: Sword & Shield Base Set,073/202,SWSH01,Normal,Near Mint,English,Common,208371,4336581,$0.08,$0.08
1,Fire Energy (#8 Cinderace Stamped),Fire Energy,Battle Academy 2022,,BA22,Normal,Near Mint,English,Rare,268097,5485029,$0.00,$0.00
1,Grass Energy,Grass Energy,SWSH01: Sword & Shield Base Set,,SWSH01,Normal,Near Mint,English,Common,208034,4334643,$0.03,$0.03
1,Potion,Potion,SWSH01: Sword & Shield Base Set,177/202,SWSH01,Normal,Near Mint,English,Uncommon,208507,4337746,$0.07,$0.07
1,Hitmonchan,Hitmonchan,SWSH01: Sword & Shield Base Set,095/202,SWSH01,Normal,Near Mint,English,Uncommon,208404,4336856,$0.13,$0.13
1,Galarian Linoone,Galarian Linoone,SWSH01: Sword & Shield Base Set,118/202,SWSH01,Normal,Near Mint,English,Uncommon,208428,4337086,$0.10,$0.10
1,Scatterbug,Scatterbug,SWSH05: Battle Styles,011/163,SWSH05,Normal,Near Mint,English,Common,234064,4816939,$0.05,$0.05
1,Tower of Waters,Tower of Waters,SWSH05: Battle Styles,138/163,SWSH05,Normal,Near Mint,English,Uncommon,234145,4819089,$0.07,$0.07
1,Bruxish,Bruxish,SWSH05: Battle Styles,043/163,SWSH05,Normal,Near Mint,English,Uncommon,234189,4820359,$0.06,$0.06
